date,Whistle,Lights,Call Me Maybe,Wide Awake,Payphone,Somebody That I Used To Know,Titanium,Some Nights,Home,Where Have You Been,Blow Me One Last Kiss,As Long As You Love Me,Good Time,Want U Back,One More Night,Give Your Heart A Break,Everybody Talks,Scream,Let's Go,Mercy,Too Close,Pontoon,I Will Wait,We Are Young,What Makes You Beautiful,No Lie,I Won't Give Up,Starships,Pound The Alarm,Wild Ones,We Run The Night,Come Over,Angel Eyes,Wanted,"Work Hard, Play Hard",Drive By,Glad You Came,Blown Away,Kissed You Good Night,Take A Little Ride,Stronger What Doesn't Kill You,Dark Side,Heart Attack,Tongue Tied,Over,Lemme See,Cashin' Out,Drunk On You,Ho Hey,Chasing The Sun,Little Talks,Time Is Love,Don't Wake Me Up,50 Ways To Say Goodbye,Settle Down,Why Ya Wanna,Amen,She's So Mean,5 1 5 0,Boyfriend,2 Reasons,Truck Yeah,Burn It Down,One Thing,Postcard From Paris,Hard To Love,Cowboys And Angels,Bag Of Money,For You,Pop That,Both Of Us,We Are Never Ever Getting Back Together,The Fighter,The Wind,Back In Time,Take It To The Head,Adorn,Nobody's Perfect,It's Time,Snap Backs & Tattoos,Fastest Girl In Town,Thinkin Bout You,Beez In The Trap,Come Wake Me Up,The A Team,My Homies Still,Glass,That's Why I Pray,Turn On The Lights,Lovin' You Is Fun,Enough Of No Love,Neon,The One That Got Away,Wanted You More,Swimming Pools Drank,Promises,Let Me Love You Until You Learn To Love Yourself,Radioactive,Gold On The Ceiling,Oh Love,Feel So Close,Brokenhearted,New Day,Diced Pineapples,Dance Again,Crew Love,Something To Do With My Hands,Even If It Breaks Your Heart,Springsteen,Leave You Alone,Beers Ago,Runaways,New God Flow,Birthday Song,Go Get It,hyfr,Bangarang,How We Do Party,Midnight City,Part Of Me,The Motto,Get It Started,Right By My Side,UP,Drank In My Cup,Take Care,Party Rock Anthem,Climax,You Don't Know Her Like I Do,Good Girl,I Wish You Would,Fly Over States,Birthday Cake,Ayy Ladies,We Found Love,Wipe Your Eyes,Lost In The Echo,All Around The World,Windows Down,Turn Up The Music,Somethin' 'Bout A Truck,Set Fire To The Rain,Beauty And A Beat,No Hurry,Right Here,Ai Se Eu Te Pego,So Good,Rumour Has It,Faded,Sexy And I Know It,Eyes Open,Good Feeling,Get Low,Die In Your Arms,Shadow Days,Fine By Me,Same Damn Time,Banjo,Turn Me On,Better Than I Used To Be,Over You,I'm All Yours,Tonight Best You Ever Had,Drink On It,Moves Like Jagger,Around My Way Freedom Ain't Free,Undefeated,We've Got Tonight,Got My Country On,"Young, Wild & Free",Paradise,Ass Back Home,Feel Like A Rock Star,Dancin' Away With My Heart
2012-07-06,76,77,66,59,80,53,84,40,88,52,38,9,52,48,44,89,55,26,69,79,45,79,5,56,68,36,63,60,17,76,64,63,68,82,39,67,61,14,28,0,37,80,63,60,64,63,86,55,63,57,64,73,77,39,7,62,48,35,46,48,33,51,65,87,32,57,57,43,86,29,49,0,60,72,57,39,21,30,75,86,11,40,70,50,58,11,71,20,36,60,13,84,73,80,0,77,0,46,44,20,66,54,58,0,60,60,47,90,41,50,54,20,22,36,60,53,66,53,66,94,50,26,15,76,62,63,49,54,67,74,29,37,83,32,46,67,29,24,84,56,41,56,37,23,52,34,59,34,59,52,60,67,62,8,36,39,39,71,47,45,81,59,42,47,63,0,29,7,17,12,91,39,0,36
2012-07-07,83,86,76,72,94,54,100,43,92,61,34,13,59,57,53,91,63,27,97,79,40,95,8,66,71,47,63,59,19,78,82,69,94,92,35,76,68,12,67,1,11,82,66,60,65,55,88,67,79,62,77,79,93,46,8,81,50,28,59,57,33,48,74,86,48,63,100,36,88,27,65,0,69,80,69,38,25,60,81,51,34,44,78,30,74,11,69,36,39,26,7,89,73,98,0,81,0,33,71,29,73,97,59,1,75,69,50,91,44,75,100,20,20,42,59,57,72,64,61,100,62,37,21,83,60,69,58,59,23,83,30,39,89,37,52,100,31,29,100,60,37,65,41,14,68,41,68,35,68,61,66,69,89,9,17,54,46,84,54,31,100,49,50,40,72,0,36,4,10,43,100,33,25,71
2012-07-08,82,86,72,69,85,50,90,43,91,55,44,13,57,56,47,95,63,27,81,78,34,100,9,56,75,37,60,61,20,73,77,66,74,90,23,78,60,15,16,0,65,92,70,42,68,53,78,46,59,59,61,87,65,38,9,79,43,48,42,54,30,49,66,82,29,66,50,37,92,49,51,0,93,76,70,44,28,66,68,0,13,43,82,39,79,13,65,23,39,70,16,89,99,95,0,82,0,37,54,29,66,71,54,1,66,82,55,72,49,64,63,20,19,41,68,59,79,78,65,93,48,33,18,85,47,66,55,65,100,80,33,30,88,40,52,72,25,29,86,51,47,58,51,23,72,36,58,31,68,51,66,50,92,8,29,48,37,87,55,49,85,48,25,46,65,0,23,13,10,28,96,40,0,42
2012-07-09,71,76,57,57,69,44,84,38,98,43,37,9,51,48,41,70,67,22,72,78,34,84,6,49,56,33,63,50,17,55,68,59,71,82,28,68,56,18,0,2,35,67,63,51,65,57,71,56,56,53,45,81,60,35,8,11,40,44,71,45,37,29,61,73,30,67,89,36,90,85,44,0,63,67,54,30,24,60,54,0,23,35,57,43,67,10,77,9,40,20,6,91,65,84,0,73,0,47,48,21,62,61,59,2,51,59,62,89,54,61,63,27,18,32,51,45,77,54,47,80,46,19,14,77,42,66,41,51,62,64,25,24,84,35,43,48,21,25,73,52,16,48,34,18,64,29,62,38,54,43,60,56,66,6,17,48,27,74,39,33,79,42,10,44,52,0,26,7,8,11,83,31,0,45
2012-07-10,75,77,62,58,71,44,83,39,100,44,47,9,54,40,40,91,58,21,66,89,35,86,7,51,64,34,52,43,18,55,74,68,68,77,37,65,53,16,0,3,43,71,60,48,66,65,68,42,54,55,52,59,58,39,9,47,45,16,49,46,26,48,48,74,30,52,66,31,92,88,49,0,71,69,52,42,23,47,79,0,14,90,61,62,61,12,92,28,34,36,9,89,69,59,0,82,53,46,52,21,54,80,59,2,47,74,57,71,51,62,56,100,15,35,53,48,64,46,52,65,55,25,17,78,55,66,37,54,27,65,26,30,82,35,43,58,33,18,79,48,31,44,35,29,64,29,62,35,65,45,55,55,57,6,29,37,36,80,51,30,80,51,30,27,59,0,20,0,8,45,76,34,0,22
2012-07-11,76,75,68,58,69,43,88,36,88,44,50,8,54,55,39,81,57,25,67,94,39,77,7,50,62,36,50,50,18,58,60,60,78,77,0,62,55,13,13,2,61,76,58,52,64,61,72,50,63,57,54,65,60,36,9,43,55,28,65,45,31,41,52,74,31,53,51,37,93,62,55,0,58,67,52,39,16,44,65,41,17,91,55,43,64,9,76,10,31,62,6,88,72,41,0,100,27,51,43,23,52,55,62,1,55,52,58,70,43,58,74,70,13,34,56,50,69,63,66,79,38,29,14,78,46,62,46,50,27,75,28,27,85,29,47,41,39,26,74,53,39,46,20,30,67,27,66,23,59,45,54,49,70,7,31,53,33,69,45,54,81,43,40,32,55,0,18,0,8,34,79,32,0,23
2012-07-12,67,77,66,57,74,49,86,40,88,45,48,11,51,58,42,89,72,25,78,95,39,71,5,61,57,35,63,48,15,55,64,56,56,79,38,63,58,17,41,1,18,70,61,39,63,45,78,53,56,60,57,86,65,41,12,33,64,23,63,45,26,59,54,75,31,71,55,23,94,61,52,0,63,61,55,38,32,39,76,0,27,100,69,42,60,6,76,58,33,42,9,86,86,38,0,86,14,46,63,25,57,67,57,0,54,60,63,89,48,61,83,46,10,32,53,53,76,39,58,58,48,27,16,76,50,60,44,59,46,75,25,23,83,47,45,60,30,22,78,45,21,50,43,15,63,28,68,35,60,47,59,60,59,6,29,36,25,69,43,25,76,26,30,40,70,14,22,0,24,0,80,25,20,46
2012-07-13,75,80,65,55,68,53,85,48,87,50,49,12,55,55,49,78,70,26,79,89,38,79,7,55,62,33,55,52,24,64,65,58,78,83,39,70,65,19,42,0,18,74,64,45,64,55,81,73,65,69,60,72,69,46,9,23,54,53,66,46,24,56,59,73,32,79,59,40,91,64,55,0,71,77,49,44,31,50,82,0,26,80,63,48,74,10,70,40,32,60,9,85,73,50,28,86,14,41,42,28,64,58,60,0,52,49,70,62,51,52,92,39,10,31,53,44,77,40,56,67,52,31,17,78,39,60,46,58,48,73,20,32,82,43,52,38,26,22,75,56,38,67,30,31,58,33,65,52,59,43,53,62,60,7,27,41,30,74,55,35,83,59,21,36,61,0,27,0,17,36,81,22,0,48
2012-07-14,92,93,78,67,89,57,89,55,87,61,48,12,66,56,48,92,67,41,78,86,41,99,8,73,74,38,60,62,28,68,72,59,89,95,46,71,69,21,17,4,54,90,65,59,65,61,61,61,61,87,75,82,77,62,13,93,56,48,70,52,27,62,66,86,32,68,62,33,89,68,52,0,86,77,63,35,28,59,69,51,15,75,76,51,70,11,67,36,45,58,14,92,83,45,44,93,0,51,59,25,82,53,63,0,71,61,66,63,57,55,64,38,11,45,50,48,66,58,67,83,38,31,19,82,52,65,44,54,34,84,24,31,85,43,51,51,19,29,99,49,45,64,44,23,70,40,75,36,59,56,61,67,77,8,24,38,50,81,65,30,84,43,12,71,88,0,27,0,20,14,91,54,0,28
2012-07-15,89,100,69,68,80,56,91,55,93,56,45,12,65,57,54,78,51,30,90,85,41,85,7,63,72,40,67,59,27,64,72,57,100,97,47,74,68,19,100,6,33,86,70,64,67,59,67,53,64,100,76,82,74,43,13,47,100,56,78,52,20,60,69,90,35,82,74,40,94,67,64,0,81,86,61,37,20,47,78,0,31,63,70,29,68,11,69,48,46,39,9,93,77,36,27,98,17,40,63,33,68,72,68,0,70,80,100,63,100,76,67,32,9,39,58,48,75,100,71,69,44,37,17,83,53,69,47,60,56,76,24,28,87,65,51,48,25,24,78,74,34,60,44,28,73,38,69,32,74,46,77,71,100,8,20,49,36,90,65,38,85,70,25,65,75,0,27,0,49,14,90,38,0,28
2012-07-16,69,80,60,54,71,44,84,48,92,46,40,10,60,53,39,64,80,22,69,83,37,81,9,51,54,34,57,43,22,56,83,56,67,80,9,57,52,17,39,96,17,71,61,45,65,47,66,47,60,65,62,61,64,37,78,26,75,49,55,44,38,52,49,64,25,69,72,33,91,60,51,0,58,69,50,30,27,50,83,0,18,89,55,37,70,29,79,65,42,56,17,89,64,33,17,66,0,50,30,100,53,58,68,1,49,79,57,65,72,58,43,28,8,33,55,43,69,37,52,62,47,24,14,75,49,62,39,48,27,71,29,28,86,27,35,28,22,20,70,55,22,50,35,25,53,24,56,31,57,39,58,56,65,6,20,30,31,73,48,18,77,38,29,39,55,0,20,0,0,0,77,27,0,0
2012-07-17,72,79,58,55,64,45,96,50,89,45,39,11,58,54,43,64,67,25,73,84,35,76,9,49,61,33,62,46,27,57,66,61,78,80,19,61,53,19,40,100,44,75,66,62,66,56,62,38,64,78,60,72,69,50,100,27,70,28,59,45,26,60,52,68,33,78,68,26,93,61,54,0,58,69,49,35,34,41,83,0,17,80,54,33,67,49,89,67,32,41,9,92,70,32,39,65,13,55,53,73,53,51,61,0,45,69,53,54,48,48,64,30,8,33,61,47,55,29,54,56,48,28,16,78,42,59,44,53,27,71,22,43,97,45,42,41,17,22,86,44,43,52,40,18,57,26,61,38,52,35,55,51,79,5,20,53,29,78,42,36,80,73,70,49,52,13,28,0,16,0,79,26,0,23
2012-07-18,72,79,56,59,70,42,89,47,92,45,43,12,59,62,45,79,59,25,69,91,43,75,9,51,64,30,61,46,24,51,77,69,78,83,38,64,54,27,54,85,44,72,63,45,66,50,73,46,57,61,61,62,65,41,56,43,64,34,69,44,35,59,56,70,41,66,58,23,93,56,54,0,56,73,53,36,27,35,99,0,17,82,69,58,55,39,80,19,38,42,13,85,68,40,36,66,27,45,57,52,57,49,63,0,50,62,36,53,57,45,60,29,6,34,65,54,62,55,62,55,45,27,15,74,58,56,40,48,36,74,22,19,93,33,39,31,17,19,75,44,28,45,29,15,57,24,62,30,51,34,62,51,61,6,17,40,31,66,44,37,78,43,0,42,60,0,16,3,24,0,76,30,0,23
2012-07-19,74,77,59,54,69,42,86,45,87,46,45,12,58,55,47,73,64,23,84,93,41,72,9,49,59,29,63,44,19,47,85,61,73,80,19,63,57,35,0,58,27,72,56,47,64,49,63,36,70,67,59,86,62,44,52,38,68,39,57,44,30,71,53,81,19,72,57,23,90,52,50,0,65,64,49,32,29,39,70,0,21,64,56,36,66,41,77,48,43,53,17,84,62,48,49,68,0,47,63,47,56,65,63,1,45,65,27,77,45,57,78,25,7,39,59,47,53,30,44,54,49,31,15,77,52,60,41,53,55,72,23,29,81,41,42,44,21,29,70,49,39,48,29,15,65,28,59,33,52,33,61,55,60,7,14,40,23,83,46,49,80,44,20,63,53,0,19,3,24,12,76,24,0,11
2012-07-20,80,78,62,57,70,41,93,55,85,44,43,14,54,66,42,73,63,24,78,90,41,60,6,56,62,32,66,48,24,62,89,50,75,79,30,71,55,19,14,51,9,84,67,53,62,66,66,43,72,74,69,58,61,57,39,62,57,47,69,44,42,58,49,78,25,65,51,26,88,53,60,0,62,69,59,43,31,37,88,0,24,83,59,42,70,36,70,51,32,17,14,86,70,36,9,63,14,41,64,48,55,46,62,1,50,68,76,58,39,42,35,27,6,37,61,53,71,67,68,52,44,23,15,77,57,55,50,49,67,71,18,44,77,46,40,38,21,21,81,46,22,42,28,27,64,27,59,37,49,33,63,65,68,6,16,34,22,78,51,29,86,27,0,63,55,0,24,0,8,12,82,26,0,12
2012-07-21,92,86,72,61,83,50,94,64,87,50,52,15,59,82,54,84,69,30,79,86,42,80,9,61,69,35,65,57,30,69,91,72,97,93,0,70,61,24,0,48,33,83,100,51,63,60,66,49,71,81,80,69,55,61,37,47,62,56,98,51,40,72,61,92,30,64,79,44,87,62,51,0,77,75,66,43,29,56,71,0,34,77,67,40,76,49,69,24,39,59,14,87,69,35,22,69,34,42,50,45,67,80,64,1,60,71,39,71,48,44,71,31,7,52,56,48,83,69,48,59,51,27,19,81,58,62,50,61,23,72,24,44,83,37,49,36,25,21,82,49,34,50,38,19,59,33,68,27,65,45,53,64,67,9,15,34,31,78,53,34,85,38,38,69,73,0,27,0,20,14,91,28,25,29
2012-07-22,89,90,64,62,84,48,86,66,90,51,51,14,62,80,51,77,74,30,79,88,46,95,8,58,68,40,64,50,26,58,89,53,98,94,24,76,59,30,34,41,45,88,85,54,67,76,73,39,70,86,69,70,83,71,37,27,63,43,72,53,41,61,57,73,24,71,76,36,96,58,72,0,85,77,62,35,37,57,80,0,32,58,66,50,79,92,68,0,40,40,13,98,79,46,17,73,0,47,83,43,64,69,61,1,56,67,68,75,53,36,65,32,8,38,63,46,62,75,70,57,58,28,15,84,56,60,52,64,46,82,22,21,82,29,45,55,23,30,75,50,23,51,30,14,63,32,64,28,60,39,65,64,74,8,30,30,42,83,54,31,89,77,38,54,64,0,20,4,20,44,92,38,0,0
2012-07-23,76,79,64,53,63,38,85,52,89,42,40,19,60,62,49,72,63,25,64,89,46,70,8,44,54,30,49,40,24,68,80,58,69,78,19,60,53,24,0,27,53,77,61,37,63,38,57,37,73,67,55,72,63,48,35,48,63,17,63,45,33,57,49,68,45,69,67,28,90,60,50,0,70,68,49,30,37,38,73,41,33,71,47,43,62,100,82,38,39,47,14,89,60,44,0,65,27,49,62,38,52,49,70,2,44,51,40,51,42,58,77,25,7,51,59,47,69,34,58,50,48,25,12,76,50,58,41,50,0,68,22,16,91,27,34,49,23,22,74,42,37,45,21,15,50,26,61,30,53,30,64,49,64,8,16,41,75,82,38,30,74,52,40,35,43,0,30,0,16,46,80,29,0,23
2012-07-24,79,81,59,52,62,38,80,60,93,39,47,18,66,63,44,77,49,25,81,85,48,72,6,46,59,37,60,41,19,52,78,55,70,80,0,63,53,23,14,42,36,71,62,51,63,56,65,44,52,65,53,61,52,58,30,32,63,51,47,45,38,65,41,70,29,71,65,26,94,46,55,0,62,71,47,34,27,29,91,0,19,79,51,60,78,93,87,19,46,100,11,89,61,41,27,77,27,51,57,38,48,76,69,1,51,76,72,67,44,38,49,26,7,100,60,43,57,43,54,42,40,19,12,79,35,60,41,48,37,69,28,27,90,47,34,49,19,21,63,40,28,47,34,19,54,26,57,29,49,30,57,49,62,10,30,40,45,67,41,31,81,44,10,55,50,0,24,0,24,0,76,29,20,34
2012-07-25,75,78,61,49,64,32,82,57,88,43,52,18,71,67,48,88,62,22,75,86,44,70,9,43,57,29,45,42,27,54,79,56,82,79,47,56,50,19,14,29,27,75,66,45,65,52,57,37,61,62,64,65,55,42,26,59,70,39,63,44,34,63,48,65,36,60,81,31,90,52,54,0,66,67,50,30,42,32,80,0,38,59,53,44,78,68,77,10,46,79,25,81,55,39,13,84,41,47,55,35,45,63,61,41,48,42,63,59,41,55,60,25,10,65,44,39,65,21,44,46,51,22,12,79,42,57,36,48,9,62,21,23,78,31,36,41,21,23,68,34,37,43,31,22,61,24,58,28,50,35,53,54,57,9,24,40,52,76,39,28,75,74,30,40,52,0,21,3,8,0,77,30,0,23
2012-07-26,79,78,65,51,68,37,89,62,87,42,55,21,71,91,54,71,58,24,80,84,47,73,7,43,53,32,43,42,26,53,82,57,65,79,29,68,48,25,14,36,27,80,60,47,62,42,61,45,53,74,65,70,58,65,26,55,55,23,64,45,39,69,50,74,29,72,93,28,95,57,48,0,65,64,43,41,36,20,79,0,43,60,53,41,71,61,74,20,39,16,19,87,56,40,32,75,56,56,62,33,47,57,67,100,51,60,97,56,45,50,24,60,6,64,50,44,65,65,52,46,44,23,11,83,41,57,42,50,37,66,15,36,83,45,35,32,20,16,72,44,31,50,18,15,57,25,57,27,53,31,61,52,66,9,22,42,72,84,50,25,83,49,21,56,54,0,24,0,8,12,80,31,0,12
2012-07-27,81,79,78,51,65,42,85,57,87,44,100,23,73,84,47,76,76,24,72,83,40,86,8,44,61,33,49,43,26,55,79,95,84,83,40,60,46,26,0,38,37,75,53,64,64,63,63,44,62,66,62,76,69,63,30,29,66,18,100,47,41,66,52,74,25,74,87,35,89,57,42,0,77,70,51,42,34,64,94,44,62,94,57,38,69,50,72,31,40,44,19,86,57,44,19,72,14,48,66,29,60,50,68,72,53,61,33,50,51,53,52,53,6,65,54,39,55,41,51,50,45,26,15,83,48,60,44,46,19,65,17,31,82,33,43,33,22,22,72,49,32,45,33,20,62,25,58,25,62,33,60,61,62,13,25,29,54,83,41,16,80,18,32,66,48,0,19,0,8,0,80,30,0,0
2012-07-28,90,93,96,56,79,40,84,64,82,48,94,26,90,72,56,68,61,26,81,84,63,93,10,52,67,39,64,52,23,62,87,84,88,91,12,61,63,43,17,36,44,93,66,54,63,60,73,52,69,73,72,77,71,54,24,7,49,35,85,53,26,88,51,80,44,62,72,34,88,69,54,0,91,70,61,49,44,59,100,0,26,75,59,51,96,51,66,12,71,65,24,91,65,39,38,86,17,63,86,40,65,77,84,51,61,56,44,80,55,44,45,42,6,56,56,47,77,53,62,55,43,26,13,87,67,66,50,58,67,68,29,43,75,40,42,35,21,27,83,69,23,52,33,5,67,27,63,33,66,39,66,62,67,15,30,24,74,78,55,0,88,54,12,46,54,0,28,4,20,28,88,46,0,14
2012-07-29,88,87,100,52,80,42,89,60,87,47,84,24,81,73,60,79,65,26,80,80,62,95,6,51,62,31,52,49,29,58,83,71,88,90,23,62,56,32,0,31,11,84,59,63,64,43,64,33,74,89,70,72,60,57,22,40,56,69,97,52,36,66,57,79,32,70,66,32,90,60,50,0,100,75,55,33,32,43,94,0,26,47,42,37,100,45,68,48,54,39,13,95,69,34,11,72,0,71,63,47,76,93,76,47,57,75,55,66,56,56,48,35,7,48,55,42,74,42,59,55,45,23,13,85,37,66,47,46,67,79,23,18,78,24,49,67,21,29,69,39,28,47,21,32,55,29,68,25,58,41,61,53,78,12,20,24,64,90,45,19,84,48,50,43,64,0,31,4,10,28,89,38,0,28
2012-07-30,77,77,69,44,62,39,77,59,86,36,61,17,75,71,49,76,61,21,78,77,46,78,9,41,50,30,55,38,23,52,59,55,95,77,37,54,50,52,26,30,35,76,59,36,61,48,62,34,76,76,67,64,58,53,23,26,59,55,55,44,34,59,45,69,37,59,55,34,89,59,44,0,73,61,46,31,29,28,77,0,100,55,44,52,82,27,77,9,69,46,23,87,61,38,9,62,27,55,54,33,59,49,75,42,42,62,31,50,42,40,35,28,8,49,59,35,51,46,42,46,43,21,12,77,40,55,28,43,18,66,17,12,79,30,34,35,17,19,75,37,16,40,24,18,61,21,60,26,51,26,67,49,56,9,19,28,56,68,38,24,69,38,0,27,42,0,22,3,0,11,78,38,20,11
2012-07-31,76,82,66,50,62,38,79,55,85,39,67,19,73,69,53,73,61,23,84,80,41,66,8,38,56,30,57,38,97,51,70,55,59,76,37,58,45,100,26,35,17,77,54,49,63,53,51,33,55,73,63,51,47,50,24,53,54,72,71,43,34,54,42,68,19,66,66,34,93,44,51,0,58,63,37,39,62,47,91,40,86,67,49,49,80,37,81,47,87,46,64,88,62,38,13,71,27,50,59,40,50,60,71,44,42,55,40,35,38,40,30,36,5,48,56,42,53,63,51,49,40,26,13,78,36,60,29,47,45,63,19,18,82,26,32,38,23,22,76,39,22,39,21,26,60,20,66,15,52,27,55,50,70,9,17,35,38,76,38,24,76,43,0,24,44,0,22,7,23,23,77,28,0,34
2012-08-01,79,75,63,44,60,33,77,55,87,38,56,100,65,60,49,58,62,21,63,76,52,70,6,43,52,31,42,42,100,45,64,45,71,77,46,56,46,65,13,37,43,69,50,52,62,47,52,34,65,68,68,50,52,51,26,37,50,83,28,43,31,73,47,63,14,65,66,29,90,54,47,0,68,62,39,32,100,53,85,0,60,75,53,52,79,29,73,9,74,26,79,84,44,40,35,63,13,70,74,36,49,42,79,52,45,68,44,50,39,40,28,29,4,51,53,44,50,29,42,45,52,31,12,76,38,57,34,45,27,69,18,24,85,36,37,35,16,19,71,33,22,44,26,0,62,23,55,18,47,31,57,51,63,10,22,30,36,61,41,15,73,55,59,37,43,0,21,0,0,0,76,27,0,45
2012-08-02,80,76,77,48,66,33,81,55,83,39,62,97,70,70,52,80,58,20,81,78,42,73,9,41,55,27,48,40,82,48,70,58,74,77,28,58,49,43,27,31,35,76,55,58,63,40,38,29,64,64,65,58,62,63,21,54,56,84,85,45,31,49,39,63,36,76,76,23,90,54,38,0,58,66,42,42,76,19,78,41,63,61,51,46,78,23,69,29,55,42,100,83,60,38,22,70,14,60,61,34,53,60,68,48,51,73,63,79,35,48,26,27,5,43,48,43,65,34,61,47,50,89,14,77,42,58,27,44,46,70,24,10,79,38,38,46,23,24,64,42,14,45,34,26,58,23,65,23,49,29,50,44,58,12,17,41,32,76,40,31,80,52,40,37,46,14,20,0,16,12,77,32,0,34
2012-08-03,81,80,71,48,65,34,82,60,82,44,61,74,74,83,56,76,64,24,86,78,55,81,7,41,57,30,46,42,81,46,72,52,93,79,0,58,50,46,14,24,19,75,62,49,62,41,54,37,68,76,65,64,59,65,23,34,54,65,69,48,41,67,46,66,10,82,79,29,89,61,41,0,65,61,44,35,71,40,76,0,57,88,52,35,76,29,66,10,78,49,71,84,58,44,33,62,14,49,65,35,55,54,71,40,51,60,33,52,33,38,49,27,5,44,47,46,55,58,42,53,47,97,11,79,35,58,37,41,29,59,18,24,86,16,39,51,13,27,66,35,24,40,28,8,61,22,62,21,54,32,54,52,67,10,23,42,33,72,46,26,74,59,32,60,52,0,21,0,8,12,78,19,0,36
2012-08-04,100,87,78,56,80,43,89,71,87,48,66,79,78,100,64,94,76,29,91,75,56,87,9,50,68,34,72,50,83,61,100,62,92,89,35,65,62,58,68,32,33,79,60,73,65,65,72,36,89,82,79,65,77,77,27,54,58,84,95,59,39,100,58,91,33,76,71,28,89,74,54,0,65,70,50,30,58,52,80,0,68,83,53,42,94,34,67,24,77,46,58,97,79,44,100,75,34,47,78,43,69,62,75,38,58,78,39,59,37,54,29,27,5,45,62,41,79,32,63,54,50,100,15,85,51,66,49,56,23,75,28,16,85,28,44,39,28,33,79,56,29,46,38,33,65,29,69,16,64,36,63,62,75,12,23,54,61,86,50,23,82,33,0,50,71,0,25,0,0,0,87,19,0,43
2012-08-05,96,88,73,53,71,41,91,69,86,43,59,70,76,71,65,77,70,27,81,80,57,93,6,50,63,33,61,42,66,57,88,60,99,92,35,61,55,45,0,26,32,80,61,55,64,42,55,28,71,85,71,76,47,75,23,66,58,62,58,55,39,64,44,89,15,68,65,35,89,55,55,0,72,74,56,33,58,51,94,0,61,72,63,58,78,30,67,71,81,6,51,95,67,65,54,67,33,51,56,42,64,64,86,37,61,76,88,48,29,53,51,26,5,49,51,42,55,47,63,53,48,84,13,85,55,59,45,56,11,71,24,23,87,41,43,28,22,27,72,38,22,48,21,14,68,26,65,36,58,37,61,64,68,11,15,31,39,85,44,37,84,16,0,55,58,0,33,0,10,14,85,30,0,70
2012-08-06,77,78,66,45,56,34,82,58,88,37,68,52,70,77,55,76,53,22,79,78,53,71,10,39,52,28,52,36,65,46,58,55,77,77,38,53,46,41,13,24,71,72,57,47,65,44,60,34,56,70,68,63,59,59,22,48,54,28,63,46,32,64,43,62,33,71,74,30,92,53,37,0,62,63,40,29,59,35,87,0,38,99,40,47,82,23,71,10,73,68,53,94,54,34,22,62,14,84,46,33,40,44,71,30,42,54,58,43,29,35,41,27,7,44,45,39,56,42,49,43,45,68,11,82,28,58,30,42,64,67,27,17,83,30,36,21,23,23,62,35,25,44,33,7,65,20,62,27,51,27,50,46,76,9,22,29,33,82,41,21,80,61,0,47,46,0,24,3,0,0,79,30,20,45
2012-08-07,75,78,56,47,57,37,81,70,89,35,57,46,71,64,55,74,56,23,72,78,53,64,57,38,46,31,59,38,61,41,54,50,80,77,28,47,45,42,27,18,44,66,55,47,64,38,45,22,51,76,65,66,53,64,23,54,54,56,60,46,36,80,37,65,21,76,66,29,94,60,46,0,50,63,36,26,75,32,74,0,36,76,44,55,74,26,79,19,64,52,50,90,59,25,40,62,14,67,42,31,45,58,68,33,42,58,49,47,27,50,34,24,6,43,57,31,66,30,52,41,46,53,10,83,41,54,32,41,36,65,25,23,77,23,35,44,23,21,80,28,14,41,21,19,56,20,61,22,54,28,49,51,75,6,17,45,23,69,45,15,73,13,20,27,45,0,25,7,16,0,77,22,0,11
2012-08-08,77,78,49,43,54,33,82,63,87,36,50,45,68,69,57,64,50,22,62,77,59,69,100,36,50,25,47,39,54,44,43,54,66,77,9,46,44,40,0,23,17,72,55,45,63,41,49,27,63,71,72,65,50,75,26,43,45,50,72,47,31,81,35,69,21,72,50,27,90,54,41,0,57,63,39,31,77,54,77,41,46,63,38,47,72,27,73,48,78,83,46,84,50,35,26,68,54,48,44,29,37,67,66,30,42,52,40,37,27,38,41,24,4,45,51,38,61,38,48,34,44,51,11,79,37,57,32,42,36,71,30,25,85,27,25,46,17,20,63,30,29,40,29,11,61,19,60,31,52,24,55,46,69,9,18,30,37,74,35,33,82,30,10,44,59,0,22,0,0,11,75,25,0,56
2012-08-09,77,79,54,47,57,30,81,64,85,38,61,45,68,68,61,75,72,23,64,70,56,65,71,39,50,30,57,36,68,46,55,59,69,74,28,56,47,35,0,25,36,80,57,51,63,37,58,33,63,66,73,67,56,68,23,38,57,40,54,48,31,38,38,74,24,78,68,32,89,49,39,0,57,60,37,34,69,42,86,0,55,33,45,48,78,28,71,29,84,26,62,85,58,31,27,59,14,63,81,38,43,65,65,26,45,58,36,44,26,37,34,25,4,39,45,38,61,21,54,35,35,64,10,76,37,54,36,46,9,66,29,23,87,30,33,34,27,21,79,40,16,37,28,26,53,20,59,22,52,30,52,60,63,7,26,33,30,81,37,40,82,26,30,43,51,0,19,0,16,23,77,18,0,23
